Location	Name	ID	Count	Slots
General5-Slot2	Empty	0	0	0
General5-Slot3	Empty	0	0	0
General5-Slot4	Empty	0	0	0
General5-Slot5	Empty	0	0	0
General5-Slot6	Empty	0	0	0
General5-Slot7	Empty	0	0	0
General5-Slot8	Empty	0	0	0
General5-Slot9	Empty	0	0	0
General5-Slot10	Empty	0	0	0
General6	Trader's Satchel	17899	1	10
General6-Slot1	Empty	0	0	0
General6-Slot2	Empty	0	0	0
General6-Slot3	Empty	0	0	0
General6-Slot4	Empty	0	0	0
General6-Slot5	Empty	0	0	0
General6-Slot6	Empty	0	0	0
General6-Slot7	Empty	0	0	0
General6-Slot8	Empty	0	0	0
General6-Slot9	Empty	0	0	0
General6-Slot10	Empty	0	0	0
General7	Trader's Satchel	17899	1	10
General7-Slot1	Empty	0	0	0
General7-Slot2	Empty	0	0	0
General7-Slot3	Empty	0	0	0
General7-Slot4	Empty	0	0	0
General7-Slot5	Empty	0	0	0
General7-Slot6	Empty	0	0	0
General7-Slot7	Empty	0	0	0
General7-Slot8	Empty	0	0	0
General7-Slot9	Empty	0	0	0
General7-Slot10	Empty	0	0	0
General8	Trader's Satchel	17899	1	10
General8-Slot1	Empty	0	0	0
General8-Slot2	Empty	0	0	0
General8-Slot3	Empty	0	0	0
General8-Slot4	Empty	0	0	0
General8-Slot5	Empty	0	0	0
General8-Slot6	Empty	0	0	0
General8-Slot7	Empty	0	0	0
General8-Slot8	Empty	0	0	0
General8-Slot9	Empty	0	0	0
General8-Slot10	Empty	0	0	0
General-Coin	Currency	0	118563	0
Held	Empty	0	0	0
Bank1	Hand Made Backpack	17969	1	10
Bank1-Slot1	Silvery Girdle	20868	20	0
Bank1-Slot2	Silver Mesh	20974	20	0
Bank1-Slot3	Dragon-hide Mantle	20854	19	0
Bank1-Slot4	Finely Woven Gold Mesh	20793	1	0
Bank1-Slot5	Ivory Pendant	20758	19	0
Bank1-Slot6	Bloodstained Hilt	20712	20	0
Bank1-Slot7	Wilders Girdle	20734	8	0
Bank1-Slot8	Golden Hilt	20726	16	0
Bank1-Slot9	Obsidian Amulet	20786	8	0
Bank1-Slot10	Drake Fang	20834	2	0
Bank2	Large Sewing Kit	17880	1	8
Bank2-Slot1	Iron Disc	20937	20	0
Bank2-Slot2	Bronze Disc	20935	18	0
Bank2-Slot3	Silver Disc	20938	11	0
Bank2-Slot4	Copper Disc	20936	19	0
Bank2-Slot5	Mithril Disc	20851	14	0
Bank2-Slot6	Sphinx Crown	20871	20	0
Bank2-Slot7	Platinum Disc	20940	17	0
Bank2-Slot8	Gold Disc	20939	17	0
Bank3	Hand Made Backpack	17969	1	10
Bank3-Slot1	Prismatic Sphere	20990	5	0
Bank3-Slot2	Sky Pearl	20771	20	0
Bank3-Slot3	Bluish Stone	20769	6	0
Bank3-Slot4	Bluish Stone	20769	12	0
Bank3-Slot5	Large Sky Pearl	20707	3	0
Bank3-Slot6	Shimmering Opal	20797	20	0
Bank3-Slot7	Ethereal Opal	20743	16	0
Bank3-Slot8	Empty	0	0	0
Bank3-Slot9	Augmentors Gem	20741	5	0
Bank3-Slot10	Gem of Empowerment	20756	18	0
Bank4	Backpack	17005	1	8
Bank4-Slot1	Efreeti Statuette	20951	1	0
Bank4-Slot2	Lightning Rod	20995	20	0
Bank4-Slot3	Harpy Tongue	20852	1	0
Bank4-Slot4	Black Nebulous Sapphire	20773	3	0
Bank4-Slot5	Ethereal Topaz	20723	4	0
Bank4-Slot6	Ethereal Amber	20836	17	0
Bank4-Slot7	Shimmering Topaz	20818	20	0
Bank4-Slot8	Sphinx Tallow	20862	15	0
Bank5	Hand Made Backpack	17969	1	10
Bank5-Slot1	Blood Sky Emerald	20703	6	0
Bank5-Slot2	Nebulous Ruby	20788	13	0
Bank5-Slot3	Azure Tessera	20930	7	0
Bank5-Slot4	Ivory Tessera	20928	10	0
Bank5-Slot5	Verdant Tessera	20932	3	0
Bank5-Slot6	Ochre Tessera	20933	5	0
Bank5-Slot7	Ebon Tessera	20929	8	0
Bank5-Slot8	Crimson Tessera	20931	6	0
Bank5-Slot9	Fire Sky Ruby	20738	15	0
Bank5-Slot10	Auburn Tessera	20934	11	0
Bank6	Hand Made Backpack	17969	1	10
Bank6-Slot1	Faintly Glowing Diamond	20810	19	0
Bank6-Slot2	Shimmering Diamond	20824	20	0
Bank6-Slot3	Rugous Globe	20945	3	0
Bank6-Slot4	Blood Sky Amethyst	20762	5	0
Bank6-Slot5	Phosphoric Globe	20947	6	0
Bank6-Slot6	Diaphanous Globe	20943	3	0
Bank6-Slot7	Gridelin Globe	20948	14	0
Bank6-Slot8	Hyaline Globe	20944	18	0
Bank6-Slot9	Pearlescent Globe	20942	20	0
Bank6-Slot10	Adumbrate Globe	20946	4	0
Bank7	Hand Made Backpack	17969	1	10
Bank7-Slot1	Djinni Statuette	20955	15	0
Bank7-Slot2	Griffon Statuette	20950	13	0
Bank7-Slot3	Spiroc Peace Totem	20721	5	0
Bank7-Slot4	Spiroc Healing Totem	20812	1	0
Bank7-Slot5	Harpy Statuette	20952	18	0
Bank7-Slot6	Imp Statuette	20953	14	0
Bank7-Slot7	Pegasus Statuette	20949	4	0
Bank7-Slot8	Empty	0	0	0
Bank7-Slot9	Spiroc Wind Totem	20977	4	0
Bank7-Slot10	Spiroc Thunder Totem	20856	4	0
Bank8	Backpack	17005	1	8
Bank8-Slot1	Dried Leather	20701	17	0
Bank8-Slot2	Hardened Clay	20732	20	0
Bank8-Slot3	Music Box	20822	19	0
Bank8-Slot4	Dull Stone	20826	4	0
Bank8-Slot5	Essence of Wind	10229	15	0
Bank8-Slot6	Dark Wood	20808	18	0
Bank8-Slot7	Swirling Mist	22523	20	0
Bank8-Slot8	Sphinx Hide	20839	18	0
Bank9	Hand Made Backpack	17969	1	10
Bank9-Slot1	Darkstone Emerald	20767	2	0
Bank9-Slot2	Nature Walker's Sky Emerald	20730	12	0
Bank9-Slot3	Nebulous Emerald	20832	20	0
Bank9-Slot4	Harpy Tongue	20852	2	0
Bank9-Slot5	Black Sky Diamond	20777	14	0
Bank9-Slot6	Small Ruby	20970	3	0
Bank9-Slot7	Glowing Sapphire	20814	5	0
Bank9-Slot8	Tiny Ruby	20795	9	0
Bank9-Slot9	Ethereal Amethyst	20801	4	0
Bank9-Slot10	Fire Sky Ruby	20848	20	0
Bank10	Hand Made Backpack	17969	1	10
Bank10-Slot1	Efreeti Statuette	20951	1	0
Bank10-Slot2	Mithril  Air Ring	20747	2	0
Bank10-Slot3	Finely Woven Cloth Amice	20760	3	0
Bank10-Slot4	Djinni Stave	20765	1	0
Bank10-Slot5	Ebon Shard	20780	4	0
Bank10-Slot6	Ysgaril Root	20849	4	0
Bank10-Slot7	Augmentors Gem	20741	1	0
Bank10-Slot8	Efreeti Standard	20817	3	0
Bank10-Slot9	Petrified Wood	20873	2	0
Bank10-Slot10	Silver Disc	20938	2	0
Bank11	Trader's Satchel	17899	1	10
Bank11-Slot1	Empty	0	0	0
Bank11-Slot2	Empty	0	0	0
Bank11-Slot3	Empty	0	0	0
Bank11-Slot4	Empty	0	0	0
Bank11-Slot5	Empty	0	0	0
Bank11-Slot6	Empty	0	0	0
Bank11-Slot7	Empty	0	0	0
Bank11-Slot8	Empty	0	0	0
Bank11-Slot9	Empty	0	0	0
Bank11-Slot10	Empty	0	0	0
Bank12	Hand Made Backpack	17969	1	10
Bank12-Slot1	Bitter Honey	20859	10	0
Bank12-Slot2	Lush Nectar	20965	11	0
Bank12-Slot3	Sweet Nectar	20966	20	0
Bank12-Slot4	Ganoric Poison	20775	5	0
Bank12-Slot5	Aged Nectar	20967	6	0
Bank12-Slot6	Bottled Djinni	20981	20	0
Bank12-Slot7	Acidic Venom	20736	8	0
Bank12-Slot8	Dulcet Nectar	20964	7	0
Bank12-Slot9	Manna Nectar	20968	16	0
Bank12-Slot10	Honeyed Nectar	20963	10	0
Bank13	Hand Made Backpack	17969	1	10
Bank13-Slot1	Efreeti War Shield	20705	3	0
Bank13-Slot2	Efreeti War Axe	20711	3	0
Bank13-Slot3	Efreeti Dirk	20875	6	0
Bank13-Slot4	Efreeti War Staff	20753	5	0
Bank13-Slot5	Efreeti Battle Axe	20983	2	0
Bank13-Slot6	Efreeti Zweihander	20725	5	0
Bank13-Slot7	Efreeti Long Sword	20858	1	0
Bank13-Slot8	Efreeti Mace	20816	2	0
Bank13-Slot9	Efreeti Magi Staff	20870	4	0
Bank13-Slot10	Efreeti War Maul	20846	2	0
Bank14	Hand Made Backpack	17969	1	10
Bank14-Slot1	Black Griffon Feather	20988	3	0
Bank14-Slot2	Glowing Black Pearl	20791	20	0
Bank14-Slot3	Sky Emerald	20806	1	0
Bank14-Slot4	Emerald Spiroc Feather	20962	1	0
Bank14-Slot5	Saffron Spiroc Feather	20961	7	0
Bank14-Slot6	Carmine Spiroc Feather	20959	13	0
Bank14-Slot7	Dark Spiroc Feather	20957	8	0
Bank14-Slot8	White-tipped Spiroc Feather	20958	13	0
Bank14-Slot9	Black Griffon Feather	20988	20	0
Bank14-Slot10	Mottled Spiroc Feather	20956	19	0
Bank15	Hand Made Backpack	17969	1	10
Bank15-Slot1	Ethereal Topaz	20723	1	0
Bank15-Slot2	Copper Disc	20936	1	0
Bank15-Slot3	Ethereal Sapphire	20754	1	0
Bank15-Slot4	Rugous Globe	20945	1	0
Bank15-Slot5	Essence of Wind	10229	1	0
Bank15-Slot6	Ochre Tessera	20933	1	0
Bank15-Slot7	Iron Disc	20937	3	0
Bank15-Slot8	Swirling Mist	22523	2	0
Bank15-Slot9	Adamantium Bands	20828	7	0
Bank15-Slot10	Copper Air Band	20751	20	0
Bank16	Large Sewing Kit	17880	1	8
Bank16-Slot1	Gorgon Head	20790	5	0
Bank16-Slot2	Jar of Honey	20708	9	0
Bank16-Slot3	Thickened Nectar	20969	9	0
Bank16-Slot4	Small Pick	20972	11	0
Bank16-Slot5	Nebulous Ruby	20788	3	0
Bank16-Slot6	Bluish Stone	20769	1	0
Bank16-Slot7	White Spiroc Feather	20960	10	0
Bank16-Slot8	Wooden Bands	20841	7	0
Bank17	Trader's Satchel	17899	1	10
Bank17-Slot1	Empty	0	0	0
Bank17-Slot2	Empty	0	0	0
Bank17-Slot3	Empty	0	0	0
Bank17-Slot4	Empty	0	0	0
Bank17-Slot5	Empty	0	0	0
Bank17-Slot6	Empty	0	0	0
Bank17-Slot7	Empty	0	0	0
Bank17-Slot8	Empty	0	0	0
Bank17-Slot9	Empty	0	0	0
Bank17-Slot10	Empty	0	0	0
Bank18	Trader's Satchel	17899	1	10
Bank18-Slot1	Empty	0	0	0
Bank18-Slot2	Empty	0	0	0
Bank18-Slot3	Empty	0	0	0
Bank18-Slot4	Empty	0	0	0
Bank18-Slot5	Empty	0	0	0
Bank18-Slot6	Empty	0	0	0
Bank18-Slot7	Empty	0	0	0
Bank18-Slot8	Empty	0	0	0
Bank18-Slot9	Empty	0	0	0
Bank18-Slot10	Empty	0	0	0
Bank19	Trader's Satchel	17899	1	10
Bank19-Slot1	Empty	0	0	0
Bank19-Slot2	Empty	0	0	0
Bank19-Slot3	Empty	0	0	0
Bank19-Slot4	Empty	0	0	0
Bank19-Slot5	Empty	0	0	0
Bank19-Slot6	Empty	0	0	0
Bank19-Slot7	Empty	0	0	0
Bank19-Slot8	Empty	0	0	0
Bank19-Slot9	Empty	0	0	0
Bank19-Slot10	Empty	0	0	0
Bank20	Trader's Satchel	17899	1	10
Bank20-Slot1	Empty	0	0	0
Bank20-Slot2	Empty	0	0	0
Bank20-Slot3	Empty	0	0	0
Bank20-Slot4	Empty	0	0	0
Bank20-Slot5	Empty	0	0	0
Bank20-Slot6	Empty	0	0	0
Bank20-Slot7	Empty	0	0	0
Bank20-Slot8	Empty	0	0	0
Bank20-Slot9	Empty	0	0	0
Bank20-Slot10	Empty	0	0	0
Bank21	Trader's Satchel	17899	1	10
Bank21-Slot1	Empty	0	0	0
Bank21-Slot2	Empty	0	0	0
Bank21-Slot3	Empty	0	0	0
Bank21-Slot4	Empty	0	0	0
Bank21-Slot5	Empty	0	0	0
Bank21-Slot6	Empty	0	0	0
Bank21-Slot7	Empty	0	0	0
Bank21-Slot8	Empty	0	0	0
Bank21-Slot9	Empty	0	0	0
Bank21-Slot10	Empty	0	0	0
Bank22	Trader's Satchel	17899	1	10
Bank22-Slot1	Empty	0	0	0
Bank22-Slot2	Empty	0	0	0
Bank22-Slot3	Empty	0	0	0
Bank22-Slot4	Empty	0	0	0
Bank22-Slot5	Empty	0	0	0
Bank22-Slot6	Empty	0	0	0
Bank22-Slot7	Empty	0	0	0
Bank22-Slot8	Empty	0	0	0
Bank22-Slot9	Empty	0	0	0
Bank22-Slot10	Empty	0	0	0
Bank23	Empty	0	0	0
Bank24	Empty	0	0	0
Bank25	Empty	0	0	0
Bank26	Trader's Satchel	17899	1	10
Bank26-Slot1	Empty	0	0	0
Bank26-Slot2	Empty	0	0	0
Bank26-Slot3	Empty	0	0	0
Bank26-Slot4	Empty	0	0	0
Bank26-Slot5	Empty	0	0	0
Bank26-Slot6	Empty	0	0	0
Bank26-Slot7	Empty	0	0	0
Bank26-Slot8	Empty	0	0	0
Bank26-Slot9	Empty	0	0	0
Bank26-Slot10	Empty	0	0	0
Bank27	Empty	0	0	0
Bank28	Empty	0	0	0
Bank29	Empty	0	0	0
Bank30	Empty	0	0	0
SharedBank1	Backpack	17005	1	8
SharedBank1-Slot1	Empty	0	0	0
SharedBank1-Slot2	Empty	0	0	0
SharedBank1-Slot3	Empty	0	0	0
SharedBank1-Slot4	Empty	0	0	0
SharedBank1-Slot5	Empty	0	0	0
SharedBank1-Slot6	Empty	0	0	0
SharedBank1-Slot7	Empty	0	0	0
SharedBank1-Slot8	Empty	0	0	0
SharedBank2	Backpack	17005	1	8
SharedBank2-Slot1	Spell: Reoccurring Amnesia	15194	1	0
SharedBank2-Slot2	Song: Elemental Chorus	7707	1	0
SharedBank2-Slot3	Spell: Quivering Veil of Xarn	19309	1	0
SharedBank2-Slot4	Spell: Glamorous Visage	7669	1	0
SharedBank2-Slot5	Spell: Extinguish Fatigue	15417	1	0
SharedBank2-Slot6	Spell: Gift of Brilliance	30410	1	0
SharedBank2-Slot7	Spell: Gravity Flux	15073	1	0
SharedBank2-Slot8	Spell: Vocarate: Fire	19355	1	0
SharedBank3	Backpack	17005	1	8
SharedBank3-Slot1	Spell: Call of Fire	30463	1	0
SharedBank3-Slot2	Spell: Color Skew	15178	1	0
SharedBank3-Slot3	Spell: Insipid Weakness	15180	1	0
SharedBank3-Slot4	Empty	0	0	0
SharedBank3-Slot5	Spell: Cripple	19269	1	0
SharedBank3-Slot6	Spell: Monster Summoning II	30402	1	0
SharedBank3-Slot7	Spell: Talisman of the Brute	19281	1	0
SharedBank3-Slot8	Spell: Mind Wrack	7649	1	0
SharedBank4	Backpack	17005	1	8
SharedBank4-Slot1	Spell: Upheaval	19233	1	0
SharedBank4-Slot2	Empty	0	0	0
SharedBank4-Slot3	Spell: Bristlebane`s Bundle	19351	1	0
SharedBank4-Slot4	Spell: Bristlebane`s Bundle	19351	1	0
SharedBank4-Slot5	Empty	0	0	0
SharedBank4-Slot6	Empty	0	0	0
SharedBank4-Slot7	Spell: Bandoleer of Luclin	19356	1	0
SharedBank4-Slot8	Spell: Bandoleer of Luclin	19356	1	0
SharedBank5	Backpack	17005	1	8
SharedBank5-Slot1	Song: Battlecry of the Vah Shir	7706	1	0
SharedBank5-Slot2	Spell: Reckoning	19212	1	0
SharedBank5-Slot3	Spell: Gift of Insight	30409	1	0
SharedBank5-Slot4	Spell: Moonfire	19519	1	0
SharedBank5-Slot5	Empty	0	0	0
SharedBank5-Slot6	Spell: Wave of Healing	30455	1	0
SharedBank5-Slot7	Spell: Greater Familiar	7660	1	0
SharedBank5-Slot8	Spell: Warder's Protection	7700	1	0
SharedBank6	Backpack	17005	1	8
SharedBank6-Slot1	Spell: Disempower	15281	1	0
SharedBank6-Slot2	Spell: Disempower	15281	1	0
SharedBank6-Slot3	Spell: Dictate	19406	1	0
SharedBank6-Slot4	Spell: Dictate	19406	1	0
SharedBank6-Slot5	Spell: Scars of Sigil	19358	1	0
SharedBank6-Slot6	Spell: Scars of Sigil	19358	1	0
SharedBank6-Slot7	Spell: Shiftless Deeds	15186	1	0
SharedBank6-Slot8	Spell: Shiftless Deeds	15186	1	0
SharedBank7	Hand Made Backpack	17969	1	10
SharedBank7-Slot1	Sphinxian Ring	20709	2	0
SharedBank7-Slot2	Efreeti Wind Staff	20779	3	0
SharedBank7-Slot3	Petrified Wood	20873	20	0
SharedBank7-Slot4	Efreeti War Club	20845	2	0
SharedBank7-Slot5	Spiroc Talon	20799	5	0
SharedBank7-Slot6	Writ of Quellious	20804	16	0
SharedBank7-Slot7	Red Face Paint	20986	7	0
SharedBank7-Slot8	Virulent Poison	20979	10	0
SharedBank7-Slot9	Djinni Blood	20784	19	0
SharedBank7-Slot10	Efreeti Scimitar	20739	2	0
SharedBank8	Backpack	17005	1	8
SharedBank8-Slot1	Spell: Wave of Healing	30455	1	0
SharedBank8-Slot2	Empty	0	0	0
SharedBank8-Slot3	Spell: Corporeal Empathy	30413	1	0
SharedBank8-Slot4	Spell: Blast of Poison	30429	1	0
SharedBank8-Slot5	Empty	0	0	0
SharedBank8-Slot6	Spell: Spirit of Khurenz	7727	1	0
SharedBank8-Slot7	Spell: Blessed Armor of the Risen	7609	1	0
SharedBank8-Slot8	Empty	0	0	0
SharedBank9	Backpack	17005	1	8
SharedBank9-Slot1	Spell: Mark of Retribution	7607	1	0
SharedBank9-Slot2	Spell: Koadic's Endless Intellect	7670	1	0
SharedBank9-Slot3	Empty	0	0	0
SharedBank9-Slot4	Spell: Mass Mystical Transvergan	7638	1	0
SharedBank9-Slot5	Spell: Hammer of Divinity	15997	1	0
SharedBank9-Slot6	Spell: Terror of Terris	24542	1	0
SharedBank9-Slot7	Spell: Wave of Healing	30455	1	0
SharedBank9-Slot8	Spell: Falcon Eye	7696	1	0
SharedBank10	Backpack	17005	1	8
SharedBank10-Slot1	Spell: Trepidation	19220	1	0
SharedBank10-Slot2	Spell: Trepidation	19220	1	0
SharedBank10-Slot3	Spell: Mesmerization	16217	1	0
SharedBank10-Slot4	Spell: Mesmerization	16217	1	0
SharedBank10-Slot5	Spell: Enlightenment	19396	1	0
SharedBank10-Slot6	Spell: Enlightenment	19396	1	0
SharedBank10-Slot7	Spell: Pillage Enchantment	15025	1	0
SharedBank10-Slot8	Spell: Wind of Tashanian	19405	1	0
SharedBank11	Empty	0	0	0
SharedBank12	Empty	0	0	0
SharedBank13	Empty	0	0	0
SharedBank14	Empty	0	0	0
SharedBank15	Empty	0	0	0
SharedBank16	Empty	0	0	0
SharedBank17	Empty	0	0	0
SharedBank18	Empty	0	0	0
SharedBank19	Empty	0	0	0
SharedBank20	Empty	0	0	0
SharedBank21	Empty	0	0	0
SharedBank22	Empty	0	0	0
SharedBank23	Empty	0	0	0
SharedBank24	Empty	0	0	0
SharedBank25	Empty	0	0	0
SharedBank26	Empty	0	0	0
SharedBank27	Empty	0	0	0
SharedBank28	Empty	0	0	0
SharedBank29	Empty	0	0	0
SharedBank30	Empty	0	0	0
Bank-Coin	Currency	0	0	0
